,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,VPN_Basica,VPN_incremental,VPN_Total,capex_T,capex_B,capex_I,opex_B,opex_T,opex_I,volumen_B_LE,volumen_I_LE,volumen_T_LE,LE_year_B,LE_year_T,LE_year_I,lc_B,dc_B,lc_T,dc_T,lc_I,dc_I,EFI_Total,payout_T,opex_ing_b,capex_ing_b,impuesto_ing_b,ingreso_ing_b,abandono_ing_b,fixed_costs,Gross_fluid,productor_well,ingreso,costo_variable,MCM
0,0,NW10NA,CANO_RONDON,sin_socio,50,pesimista,-0.2,0,7385.8569,7385.8569,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.7424,1.4392,15.7391,1.028383999,4,582.6803699,8086.206262,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
1,1,NW10NA,CANO_RONDON,sin_socio,60,pesimista,-0.2,0,10688.4804,10688.4804,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.7424,1.4392,15.7391,1.522229895,4,582.6803699,8086.206262,1620.584513,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
2,2,NW10NA,CANO_RONDON,sin_socio,70,pesimista,-0.2,0,13508.5242,13508.5242,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.7424,1.4392,15.7391,2.016075792,4,582.6803699,8086.206262,2793.880519,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
3,3,NW10NA,CANO_RONDON,sin_socio,80,pesimista,-0.2,0,16310.6494,16310.6494,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.7424,1.4392,15.7391,2.509921688,4,582.6803699,8086.206262,3985.09504,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
4,4,NW10NA,CANO_RONDON,sin_socio,90,pesimista,-0.2,0,19107.0274,19107.0274,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.7424,1.4392,15.7391,3.003767584,4,582.6803699,8086.206262,5182.056803,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
5,5,NW10NA,CANO_RONDON,sin_socio,50,pesimista,-0.1,0,8059.7074,8059.7074,9406.7146,0,9406.7146,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.4306,1.4392,14.4275,1.212782544,4,582.6803699,7412.35574,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
6,6,NW10NA,CANO_RONDON,sin_socio,60,pesimista,-0.1,0,11185.7872,11185.7872,9406.7146,0,9406.7146,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.4306,1.4392,14.4275,1.751523522,4,582.6803699,7412.35574,1797.12821,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
7,7,NW10NA,CANO_RONDON,sin_socio,70,pesimista,-0.1,0,13999.3829,13999.3829,9406.7146,0,9406.7146,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.4306,1.4392,14.4275,2.2902645,4,582.6803699,7412.35574,2976.872306,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
8,8,NW10NA,CANO_RONDON,sin_socio,80,pesimista,-0.1,0,16799.961,16799.961,9406.7146,0,9406.7146,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.4306,1.4392,14.4275,2.829005478,4,582.6803699,7412.35574,4169.634021,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
9,9,NW10NA,CANO_RONDON,sin_socio,90,pesimista,-0.1,0,19595.6158,19595.6158,9406.7146,0,9406.7146,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.4306,1.4392,14.4275,3.367746455,4,582.6803699,7412.35574,5367.319009,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
10,10,NW10NA,CANO_RONDON,sin_socio,50,pesimista,0,0,8733.5579,8733.5579,8551.5587,0,8551.5587,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,13.1187,1.4392,13.1159,1.434060799,4,582.6803699,6738.505218,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
11,11,NW10NA,CANO_RONDON,sin_socio,60,pesimista,0,0,11681.9375,11681.9375,8551.5587,0,8551.5587,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,13.1187,1.4392,13.1159,2.026675874,4,582.6803699,6738.505218,1974.828435,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
12,12,NW10NA,CANO_RONDON,sin_socio,70,pesimista,0,0,14489.2565,14489.2565,8551.5587,0,8551.5587,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,13.1187,1.4392,13.1159,2.61929095,4,582.6803699,6738.505218,3160.849203,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
13,13,NW10NA,CANO_RONDON,sin_socio,80,pesimista,0,0,17288.5493,17288.5493,8551.5587,0,8551.5587,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,13.1187,1.4392,13.1159,3.211906026,4,582.6803699,6738.505218,4354.896228,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
14,14,NW10NA,CANO_RONDON,sin_socio,90,pesimista,0,0,20084.2041,20084.2041,8551.5587,0,8551.5587,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,13.1187,1.4392,13.1159,3.804521101,4,582.6803699,6738.505218,5552.581216,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
15,15,NW10NA,CANO_RONDON,sin_socio,50,pesimista,0.1,0,9331.4868,9331.4868,7696.4028,0,7696.4028,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,11.8068,1.4392,11.8043,1.704511999,4,582.6803699,6064.654696,1005.789911,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
16,16,NW10NA,CANO_RONDON,sin_socio,60,pesimista,0.1,0,12174.1014,12174.1014,7696.4028,0,7696.4028,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,11.8068,1.4392,11.8043,2.362973194,4,582.6803699,6064.654696,2156.515046,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
17,17,NW10NA,CANO_RONDON,sin_socio,70,pesimista,0.1,0,14979.1302,14979.1302,7696.4028,0,7696.4028,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,11.8068,1.4392,11.8043,3.021434389,4,582.6803699,6064.654696,3344.8261,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
18,18,NW10NA,CANO_RONDON,sin_socio,80,pesimista,0.1,0,17777.1376,17777.1376,7696.4028,0,7696.4028,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,11.8068,1.4392,11.8043,3.679895584,4,582.6803699,6064.654696,4540.158434,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
19,19,NW10NA,CANO_RONDON,sin_socio,90,pesimista,0.1,0,20572.7924,20572.7924,7696.4028,0,7696.4028,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,11.8068,1.4392,11.8043,4.338356779,4,582.6803699,6064.654696,5737.843422,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
20,20,NW10NA,CANO_RONDON,sin_socio,50,pesimista,0.2,0,9842.291,9842.291,6841.247,0,6841.247,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,10.495,1.4392,10.4927,2.042575999,4,582.6803699,5390.804174,1168.836239,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
21,21,NW10NA,CANO_RONDON,sin_socio,60,pesimista,0.2,0,12666.2653,12666.2653,6841.247,0,6841.247,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,10.495,1.4392,10.4927,2.783344843,4,582.6803699,5390.804174,2338.201658,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
22,22,NW10NA,CANO_RONDON,sin_socio,70,pesimista,0.2,0,15469.0038,15469.0038,6841.247,0,6841.247,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,10.495,1.4392,10.4927,3.524113687,4,582.6803699,5390.804174,3528.802996,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
23,23,NW10NA,CANO_RONDON,sin_socio,80,pesimista,0.2,0,18265.7259,18265.7259,6841.247,0,6841.247,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,10.495,1.4392,10.4927,4.264882532,4,582.6803699,5390.804174,4725.42064,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
24,24,NW10NA,CANO_RONDON,sin_socio,90,pesimista,0.2,0,21061.3807,21061.3807,6841.247,0,6841.247,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,10.495,1.4392,10.4927,5.005651376,4,582.6803699,5390.804174,5923.105629,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
25,25,NW10NA,CANO_RONDON,sin_socio,50,probable,-0.2,0,5649.5173,5649.5173,12465.3873,0,12465.3873,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,19.1228,1.4392,19.1187,0.669824884,4,582.6803699,9822.545794,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
26,26,NW10NA,CANO_RONDON,sin_socio,60,probable,-0.2,0,9235.8216,9235.8216,12465.3873,0,12465.3873,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,19.1228,1.4392,19.1187,1.076373234,4,582.6803699,9822.545794,1336.903825,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
27,27,NW10NA,CANO_RONDON,sin_socio,70,probable,-0.2,0,12239.4407,12239.4407,12465.3873,0,12465.3873,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,19.1228,1.4392,19.1187,1.482921583,4,582.6803699,9822.545794,2326.624484,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
28,28,NW10NA,CANO_RONDON,sin_socio,80,probable,-0.2,0,15048.3711,15048.3711,12465.3873,0,12465.3873,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,19.1228,1.4392,19.1187,1.889469932,4,582.6803699,9822.545794,3511.033882,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
29,29,NW10NA,CANO_RONDON,sin_socio,90,probable,-0.2,0,17848.061,17848.061,12465.3873,0,12465.3873,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,19.1228,1.4392,19.1187,2.296018282,4,582.6803699,9822.545794,4704.683732,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
30,30,NW10NA,CANO_RONDON,sin_socio,50,probable,-0.1,0,6468.0628,6468.0628,11426.605,0,11426.605,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,17.5292,1.4392,17.5255,0.821627147,4,582.6803699,9004.000311,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
31,31,NW10NA,CANO_RONDON,sin_socio,60,probable,-0.1,0,9992.2121,9992.2121,11426.605,0,11426.605,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,17.5292,1.4392,17.5255,1.265134437,4,582.6803699,9004.000311,1399.058716,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
32,32,NW10NA,CANO_RONDON,sin_socio,70,probable,-0.1,0,12838.1899,12838.1899,11426.605,0,11426.605,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,17.5292,1.4392,17.5255,1.708641727,4,582.6803699,9004.000311,2546.420755,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
33,33,NW10NA,CANO_RONDON,sin_socio,80,probable,-0.1,0,15643.4345,15643.4345,11426.605,0,11426.605,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,17.5292,1.4392,17.5255,2.152149017,4,582.6803699,9004.000311,3734.515875,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
34,34,NW10NA,CANO_RONDON,sin_socio,90,probable,-0.1,0,18441.5632,18441.5632,11426.605,0,11426.605,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,17.5292,1.4392,17.5255,2.595656307,4,582.6803699,9004.000311,4929.727028,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
35,35,NW10NA,CANO_RONDON,sin_socio,50,probable,0,0,7286.6083,7286.6083,10387.8227,0,10387.8227,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.9356,1.4392,15.9322,1.003789861,4,582.6803699,8185.454828,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
36,36,NW10NA,CANO_RONDON,sin_socio,60,probable,0,0,10613.8294,10613.8294,10387.8227,0,10387.8227,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.9356,1.4392,15.9322,1.491647881,4,582.6803699,8185.454828,1595.986977,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
37,37,NW10NA,CANO_RONDON,sin_socio,70,probable,0,0,13436.0355,13436.0355,10387.8227,0,10387.8227,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.9356,1.4392,15.9322,1.9795059,4,582.6803699,8185.454828,2767.120674,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
38,38,NW10NA,CANO_RONDON,sin_socio,80,probable,0,0,16238.498,16238.498,10387.8227,0,10387.8227,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.9356,1.4392,15.9322,2.467363919,4,582.6803699,8185.454828,3957.997868,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
39,39,NW10NA,CANO_RONDON,sin_socio,90,probable,0,0,19035.0654,19035.0654,10387.8227,0,10387.8227,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,15.9356,1.4392,15.9322,2.955221938,4,582.6803699,8185.454828,5154.770323,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
40,40,NW10NA,CANO_RONDON,sin_socio,50,probable,0.1,0,8105.1538,8105.1538,9349.0404,0,9349.0404,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.3421,1.4392,14.339,1.226433179,4,582.6803699,7366.909345,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
41,41,NW10NA,CANO_RONDON,sin_socio,60,probable,0.1,0,11219.281,11219.281,9349.0404,0,9349.0404,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.3421,1.4392,14.339,1.768497645,4,582.6803699,7366.909345,1809.080786,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
42,42,NW10NA,CANO_RONDON,sin_socio,70,probable,0.1,0,14032.4214,14032.4214,9349.0404,0,9349.0404,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.3421,1.4392,14.339,2.310562111,4,582.6803699,7366.909345,2989.280231,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
43,43,NW10NA,CANO_RONDON,sin_socio,80,probable,0.1,0,16832.9128,16832.9128,9349.0404,0,9349.0404,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.3421,1.4392,14.339,2.852626577,4,582.6803699,7366.909345,4182.128631,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
44,44,NW10NA,CANO_RONDON,sin_socio,90,probable,0.1,0,19628.5675,19628.5675,9349.0404,0,9349.0404,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,14.3421,1.4392,14.339,3.394691042,4,582.6803699,7366.909345,5379.813619,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
45,45,NW10NA,CANO_RONDON,sin_socio,50,probable,0.2,0,8923.6993,8923.6993,8310.2582,0,8310.2582,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,12.7485,1.4392,12.7458,1.504737327,4,582.6803699,6548.363862,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
46,46,NW10NA,CANO_RONDON,sin_socio,60,probable,0.2,0,11820.8121,11820.8121,8310.2582,0,8310.2582,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,12.7485,1.4392,12.7458,2.114559851,4,582.6803699,6548.363862,2026.095203,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
47,47,NW10NA,CANO_RONDON,sin_socio,70,probable,0.2,0,14627.4849,14627.4849,8310.2582,0,8310.2582,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,12.7485,1.4392,12.7458,2.724382375,4,582.6803699,6548.363862,3212.762224,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
48,48,NW10NA,CANO_RONDON,sin_socio,80,probable,0.2,0,17426.4149,17426.4149,8310.2582,0,8310.2582,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,12.7485,1.4392,12.7458,3.334204899,4,582.6803699,6548.363862,4407.171927,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
49,49,NW10NA,CANO_RONDON,sin_socio,90,probable,0.2,0,20222.0697,20222.0697,8310.2582,0,8310.2582,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,12.7485,1.4392,12.7458,3.944027423,4,582.6803699,6548.363862,5604.856915,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
50,50,NW10NA,CANO_RONDON,sin_socio,50,optimista,-0.2,0,2460.8478,2460.8478,16511.9961,0,16511.9961,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,25.3306,1.4392,25.3251,0.260599492,7,582.6803699,13011.2153,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
51,51,NW10NA,CANO_RONDON,sin_socio,60,optimista,-0.2,0,6047.152,6047.152,16511.9961,0,16511.9961,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,25.3306,1.4392,25.3251,0.567514694,7,582.6803699,13011.2153,1336.903825,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
52,52,NW10NA,CANO_RONDON,sin_socio,70,optimista,-0.2,0,9633.4563,9633.4563,16511.9961,0,16511.9961,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,25.3306,1.4392,25.3251,0.874429897,4,582.6803699,13011.2153,1743.939371,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
53,53,NW10NA,CANO_RONDON,sin_socio,80,optimista,-0.2,0,12719.3577,12719.3577,16511.9961,0,16511.9961,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,25.3306,1.4392,25.3251,1.181345099,4,582.6803699,13011.2153,2651.37768,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
54,54,NW10NA,CANO_RONDON,sin_socio,90,optimista,-0.2,0,15531.4228,15531.4228,16511.9961,0,16511.9961,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,25.3306,1.4392,25.3251,1.488260302,4,582.6803699,13011.2153,3832.652425,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
55,55,NW10NA,CANO_RONDON,sin_socio,50,optimista,-0.1,0,3545.1158,3545.1158,15135.9964,0,15135.9964,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,23.2197,1.4392,23.2147,0.375199445,7,582.6803699,11926.94736,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
56,56,NW10NA,CANO_RONDON,sin_socio,60,optimista,-0.1,0,7131.42,7131.42,15135.9964,0,15135.9964,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,23.2197,1.4392,23.2147,0.71001603,4,582.6803699,11926.94736,1336.903825,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
57,57,NW10NA,CANO_RONDON,sin_socio,70,optimista,-0.1,0,10665.7827,10665.7827,15135.9964,0,15135.9964,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,23.2197,1.4392,23.2147,1.044832615,4,582.6803699,11926.94736,1795.880914,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
58,58,NW10NA,CANO_RONDON,sin_socio,80,optimista,-0.1,0,13514.2555,13514.2555,15135.9964,0,15135.9964,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,23.2197,1.4392,23.2147,1.379649199,4,582.6803699,11926.94736,2940.74792,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
59,59,NW10NA,CANO_RONDON,sin_socio,90,optimista,-0.1,0,16319.6603,16319.6603,15135.9964,0,15135.9964,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,23.2197,1.4392,23.2147,1.714465784,4,582.6803699,11926.94736,4128.682842,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
60,60,NW10NA,CANO_RONDON,sin_socio,50,optimista,0,0,4629.3837,4629.3837,13759.9967,0,13759.9967,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,21.1088,1.4392,21.1043,0.51271939,7,582.6803699,10842.67942,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
61,61,NW10NA,CANO_RONDON,sin_socio,60,optimista,0,0,8215.6879,8215.6879,13759.9967,0,13759.9967,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,21.1088,1.4392,21.1043,0.881017633,4,582.6803699,10842.67942,1336.903825,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
62,62,NW10NA,CANO_RONDON,sin_socio,70,optimista,0,0,11487.6061,11487.6061,13759.9967,0,13759.9967,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,21.1088,1.4392,21.1043,1.249315876,4,582.6803699,10842.67942,2058.325434,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
63,63,NW10NA,CANO_RONDON,sin_socio,80,optimista,0,0,14306.1782,14306.1782,13759.9967,0,13759.9967,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,21.1088,1.4392,21.1043,1.617614119,4,582.6803699,10842.67942,3233.093124,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
64,64,NW10NA,CANO_RONDON,sin_socio,90,optimista,0,0,17107.8978,17107.8978,13759.9967,0,13759.9967,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,21.1088,1.4392,21.1043,1.985912362,4,582.6803699,10842.67942,4424.713259,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
65,65,NW10NA,CANO_RONDON,sin_socio,50,optimista,0.1,0,5713.6516,5713.6516,12383.997,0,12383.997,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,18.9979,1.4392,18.9939,0.680799322,4,582.6803699,9758.411476,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
66,66,NW10NA,CANO_RONDON,sin_socio,60,optimista,0.1,0,9299.9559,9299.9559,12383.997,0,12383.997,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,18.9979,1.4392,18.9939,1.090019592,4,582.6803699,9758.411476,1336.903825,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
67,67,NW10NA,CANO_RONDON,sin_socio,70,optimista,0.1,0,12286.7074,12286.7074,12383.997,0,12383.997,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,18.9979,1.4392,18.9939,1.499239862,4,582.6803699,9758.411476,2343.492056,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
68,68,NW10NA,CANO_RONDON,sin_socio,80,optimista,0.1,0,15094.9952,15094.9952,12383.997,0,12383.997,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,18.9979,1.4392,18.9939,1.908460132,4,582.6803699,9758.411476,3528.544046,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
69,69,NW10NA,CANO_RONDON,sin_socio,90,optimista,0.1,0,17894.5628,17894.5628,12383.997,0,12383.997,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,18.9979,1.4392,18.9939,2.317680402,4,582.6803699,9758.411476,4722.316226,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
70,70,NW10NA,CANO_RONDON,sin_socio,50,optimista,0.2,0,6797.9196,6797.9196,11007.9974,0,11007.9974,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,16.887,1.4392,16.8834,0.890899237,4,582.6803699,8674.143534,929.8682787,17091.49425,106.8824889,0,337.8048,600.537,0,0,0
71,71,NW10NA,CANO_RONDON,sin_socio,60,optimista,0.2,0,10246.2561,10246.2561,11007.9974,0,11007.9974,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,16.887,1.4392,16.8834,1.351272041,4,582.6803699,8674.143534,1474.871495,21084.83403,106.8824889,0,337.8048,600.537,0,0,0
72,72,NW10NA,CANO_RONDON,sin_socio,70,optimista,0.2,0,13079.1092,13079.1092,11007.9974,0,11007.9974,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,16.887,1.4392,16.8834,1.811644845,4,582.6803699,8674.143534,2635.358225,25078.17381,106.8824889,0,337.8048,600.537,0,0,0
73,73,NW10NA,CANO_RONDON,sin_socio,80,optimista,0.2,0,15883.2327,15883.2327,11007.9974,0,11007.9974,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,16.887,1.4392,16.8834,2.272017649,4,582.6803699,8674.143534,3824.574463,29071.51359,106.8824889,0,337.8048,600.537,0,0,0
74,74,NW10NA,CANO_RONDON,sin_socio,90,optimista,0.2,0,18680.7322,18680.7322,11007.9974,0,11007.9974,0,938.3418,938.3418,0,0.521488516,0.521488516,2022,2031,2031,0,0,1.4395,16.887,1.4392,16.8834,2.732390452,4,582.6803699,8674.143534,5020.414788,33064.85337,106.8824889,0,337.8048,600.537,0,0,0
75,75,NW10NA,CANO_RONDON,con_socio,50,pesimista,-0.2,0,6579.1008,6579.1008,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.389812665,0.389812665,2022,2031,2031,0,0,1.4395,15.7424,1.4385,15.7316,1.345433064,4,378.7422404,5256.03407,492.5412049,12775.89195,69.47361777,0,337.8048,600.537,0,0,0
76,76,NW10NA,CANO_RONDON,con_socio,60,pesimista,-0.2,0,9259.8632,9259.8632,10261.8705,0,10261.8705,0,938.3418,938.3418,0,0.389812665,0.389812665,2022,2031,2031,0,0,1.4395,15.7424,1.4385,15.7316,1.913355845,4,378.7422404,5256.03407,796.8002756,15760.91344,69.47361777,0,337.8048,600.537,0,0,0
