,ID,well,formacion,E_Brent,D_Dec,year,FC_T
522,522,CR18,K2A_RESERVOIR_MIDDLE,80,sin_fijo,0,"[('3581.7446'), ('2330.2308'), ('1494.9722'), ('927.5015'), ('549.7276'), ('296.312'), ('126.885'), ('12.2868'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
523,523,CR18,K2A_RESERVOIR_MIDDLE,90,sin_fijo,0,"[('4119.7891'), ('2691.1576'), ('1737.745'), ('1089.9101'), ('658.6726'), ('369.3929'), ('176.0423'), ('45.1717'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
524,524,CR18,K2A_RESERVOIR_MIDDLE,100,sin_fijo,0,"[('4657.8336'), ('3052.0844'), ('1980.5178'), ('1252.3188'), ('767.6177'), ('442.4739'), ('225.1995'), ('78.0565'), ('7.0392'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
525,525,CR19,K2A_RESERVOIR_MIDDLE,40,Perfil,0,"[('996.1152'), ('713.3541'), ('492.7989'), ('308.3147'), ('123.6877'), ('12.3187'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
526,526,CR19,K2A_RESERVOIR_MIDDLE,50,Perfil,0,"[('1513.6703'), ('1143.1535'), ('856.6002'), ('618.3823'), ('391.2761'), ('245.0943'), ('140.9416'), ('40.7089'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
527,527,CR19,K2A_RESERVOIR_MIDDLE,60,Perfil,0,"[('2031.2254'), ('1572.9528'), ('1220.4015'), ('928.4499'), ('658.8644'), ('477.8699'), ('345.3534'), ('220.2575'), ('107.085'), ('8.383'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
528,528,CR19,K2A_RESERVOIR_MIDDLE,70,Perfil,0,"[('2548.7805'), ('2002.7522'), ('1584.2027'), ('1238.5176'), ('926.4528'), ('710.6455'), ('549.7651'), ('399.8061'), ('266.0144'), ('149.6776'), ('73.8338'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
529,529,CR19,K2A_RESERVOIR_MIDDLE,80,Perfil,0,"[('3066.3356'), ('2432.5516'), ('1948.004'), ('1548.5852'), ('1194.0412'), ('943.4211'), ('754.1769'), ('579.3548'), ('424.9437'), ('290.9722'), ('200.2848'), ('106.9716'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
530,530,CR19,K2A_RESERVOIR_MIDDLE,90,Perfil,0,"[('3583.8907'), ('2862.351'), ('2311.8053'), ('1858.6529'), ('1461.6296'), ('1176.1967'), ('958.5886'), ('758.9034'), ('583.8731'), ('432.2667'), ('326.7359'), ('219.9144'), ('93.3302'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
531,531,CR19,K2A_RESERVOIR_MIDDLE,100,Perfil,0,"[('4101.4458'), ('3292.1503'), ('2675.6065'), ('2168.7205'), ('1729.218'), ('1408.9723'), ('1163.0003'), ('938.452'), ('742.8024'), ('573.5613'), ('453.187'), ('332.8572'), ('194.8031'), ('83.118'), ('4.2783'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
532,532,CR19,K2A_RESERVOIR_MIDDLE,40,n_well,0,"[('1093.6117'), ('819.7891'), ('581.4581'), ('405.5466'), ('242.2506'), ('90.2256'), ('13.0969'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
533,533,CR19,K2A_RESERVOIR_MIDDLE,50,n_well,0,"[('1611.1668'), ('1249.5885'), ('945.2593'), ('715.6142'), ('509.839'), ('323.0012'), ('217.5087'), ('81.9133'), ('5.7723'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
534,534,CR19,K2A_RESERVOIR_MIDDLE,60,n_well,0,"[('2128.7219'), ('1679.3879'), ('1309.0606'), ('1025.6818'), ('777.4274'), ('555.7768'), ('421.9204'), ('261.4619'), ('164.7017'), ('25.97'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
535,535,CR19,K2A_RESERVOIR_MIDDLE,70,n_well,0,"[('2646.277'), ('2109.1872'), ('1672.8619'), ('1335.7495'), ('1045.0158'), ('788.5524'), ('626.3321'), ('441.0105'), ('323.631'), ('167.2646'), ('90.5646'), ('10.6737'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
536,536,CR19,K2A_RESERVOIR_MIDDLE,80,n_well,0,"[('3163.8321'), ('2538.9866'), ('2036.6631'), ('1645.8171'), ('1312.6042'), ('1021.328'), ('830.7439'), ('620.5591'), ('482.5604'), ('308.5591'), ('217.0157'), ('123.6165'), ('43.2955'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
537,537,CR19,K2A_RESERVOIR_MIDDLE,90,n_well,0,"[('3681.3872'), ('2968.786'), ('2400.4644'), ('1955.8848'), ('1580.1926'), ('1254.1036'), ('1035.1556'), ('800.1078'), ('641.4897'), ('449.8537'), ('343.4668'), ('236.5593'), ('144.7683'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
538,538,CR19,K2A_RESERVOIR_MIDDLE,100,n_well,0,"[('4198.9423'), ('3398.5854'), ('2764.2657'), ('2265.9524'), ('1847.781'), ('1486.8792'), ('1239.5674'), ('979.6564'), ('800.4191'), ('591.1483'), ('469.9178'), ('349.5021'), ('246.2412'), ('84.7776'), ('5.9257'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
539,539,CR19,K2A_RESERVOIR_MIDDLE,40,sin_fijo,0,"[('1193.8992'), ('925.0492'), ('721.9997'), ('558.2271'), ('428.081'), ('321.4222'), ('233.6684'), ('158.3448'), ('95.1707'), ('41.1404'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
540,540,CR19,K2A_RESERVOIR_MIDDLE,50,sin_fijo,0,"[('1711.4543'), ('1354.8486'), ('1085.8009'), ('868.2948'), ('695.6694'), ('554.1979'), ('438.0801'), ('337.8934'), ('254.1'), ('182.4349'), ('121.2605'), ('67.2172'), ('20.6047'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
541,541,CR19,K2A_RESERVOIR_MIDDLE,60,sin_fijo,0,"[('2229.0094'), ('1784.648'), ('1449.6022'), ('1178.3624'), ('963.2578'), ('786.9735'), ('642.4918'), ('517.442'), ('413.0294'), ('323.7295'), ('247.7115'), ('180.16'), ('122.0775'), ('71.2193'), ('26.7893'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
542,542,CR19,K2A_RESERVOIR_MIDDLE,70,sin_fijo,0,"[('2746.5645'), ('2214.4473'), ('1813.4035'), ('1488.43'), ('1230.8461'), ('1019.7491'), ('846.9036'), ('696.9906'), ('571.9588'), ('465.024'), ('374.1626'), ('293.1028'), ('223.5504'), ('162.6488'), ('109.6134'), ('61.8032'), ('19.8969'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
543,543,CR19,K2A_RESERVOIR_MIDDLE,80,sin_fijo,0,"[('3264.1196'), ('2644.2467'), ('2177.2047'), ('1798.4977'), ('1498.4345'), ('1252.5247'), ('1051.3153'), ('876.5392'), ('730.8881'), ('606.3186'), ('500.6137'), ('406.0456'), ('325.0233'), ('254.0783'), ('192.4374'), ('136.6022'), ('87.7852'), ('44.3826'), ('5.914'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
544,544,CR19,K2A_RESERVOIR_MIDDLE,90,sin_fijo,0,"[('3781.6747'), ('3074.0461'), ('2541.006'), ('2108.5653'), ('1766.0229'), ('1485.3003'), ('1255.7271'), ('1056.0879'), ('889.8175'), ('747.6132'), ('627.0647'), ('518.9884'), ('426.4961'), ('345.5078'), ('275.2614'), ('211.4012'), ('155.6735'), ('106.1266'), ('62.3328'), ('22.4258'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
545,545,CR19,K2A_RESERVOIR_MIDDLE,100,sin_fijo,0,"[('4299.2299'), ('3503.8455'), ('2904.8073'), ('2418.633'), ('2033.6113'), ('1718.0759'), ('1460.1388'), ('1235.6365'), ('1048.7468'), ('888.9077'), ('753.5158'), ('631.9312'), ('527.969'), ('436.9374'), ('358.0855'), ('286.2003'), ('223.5617'), ('167.8706'), ('118.7517'), ('73.7902'), ('33.9628'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
546,546,CR20,M1A1,40,Perfil,0,"[('-14.7564'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
547,547,CR20,M1A1,50,Perfil,0,"[('73.1738'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
548,548,CR20,M1A1,60,Perfil,0,"[('156.6771'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
549,549,CR20,M1A1,70,Perfil,0,"[('240.1804'), ('24.6668'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
550,550,CR20,M1A1,80,Perfil,0,"[('323.6837'), ('73.4856'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
551,551,CR20,M1A1,90,Perfil,0,"[('407.187'), ('122.3044'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
552,552,CR20,M1A1,100,Perfil,0,"[('490.6903'), ('171.1232'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
553,553,CR20,M1A1,40,n_well,0,"[('-55.1285'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
554,554,CR20,M1A1,50,n_well,0,"[('44.9134'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
555,555,CR20,M1A1,60,n_well,0,"[('128.4167'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
556,556,CR20,M1A1,70,n_well,0,"[('211.92'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
557,557,CR20,M1A1,80,n_well,0,"[('295.4233'), ('45.3702'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
558,558,CR20,M1A1,90,n_well,0,"[('378.9266'), ('94.1891'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
559,559,CR20,M1A1,100,n_well,0,"[('462.4299'), ('143.0079'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
560,560,CR20,M1A1,40,sin_fijo,0,"[('61.6976'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
561,561,CR20,M1A1,50,sin_fijo,0,"[('145.2009'), ('4.1739'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
562,562,CR20,M1A1,60,sin_fijo,0,"[('228.7042'), ('52.9927'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
563,563,CR20,M1A1,70,sin_fijo,0,"[('312.2075'), ('101.8115'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
564,564,CR20,M1A1,80,sin_fijo,0,"[('395.7108'), ('150.6303'), ('19.2936'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
565,565,CR20,M1A1,90,sin_fijo,0,"[('479.2141'), ('199.4492'), ('49.5693'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
566,566,CR20,M1A1,100,sin_fijo,0,"[('562.7174'), ('248.268'), ('79.8451'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
567,567,CR21,M1A1,40,Perfil,0,"[('374.0164'), ('182.1553'), ('69.3782'), ('1.9264'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
568,568,CR21,M1A1,50,Perfil,0,"[('526.2863'), ('271.9584'), ('122.5432'), ('33.2481'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
569,569,CR21,M1A1,60,Perfil,0,"[('678.5563'), ('361.7615'), ('175.7082'), ('64.5699'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
570,570,CR21,M1A1,70,Perfil,0,"[('830.8262'), ('451.5646'), ('228.8732'), ('95.8916'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
571,571,CR21,M1A1,80,Perfil,0,"[('983.0961'), ('541.3677'), ('282.0382'), ('127.2134'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
572,572,CR21,M1A1,90,Perfil,0,"[('1135.366'), ('631.1708'), ('335.2032'), ('158.5351'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
573,573,CR21,M1A1,100,Perfil,0,"[('1287.6359'), ('720.9739'), ('388.3682'), ('189.8569'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
574,574,CR21,M1A1,40,n_well,0,"[('278.4854'), ('81.9896'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
575,575,CR21,M1A1,50,n_well,0,"[('430.7553'), ('171.7927'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
576,576,CR21,M1A1,60,n_well,0,"[('583.0252'), ('261.5958'), ('40.6851'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
577,577,CR21,M1A1,70,n_well,0,"[('735.2951'), ('351.3989'), ('93.8501'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
578,578,CR21,M1A1,80,n_well,0,"[('887.565'), ('441.2021'), ('147.0151'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
579,579,CR21,M1A1,90,n_well,0,"[('1039.8349'), ('531.0052'), ('200.1801'), ('11.874'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
580,580,CR21,M1A1,100,n_well,0,"[('1192.1049'), ('620.8083'), ('253.3451'), ('43.1958'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
581,581,CR21,M1A1,40,sin_fijo,0,"[('378.7729'), ('187.2497'), ('74.8967'), ('7.9459'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
582,582,CR21,M1A1,50,sin_fijo,0,"[('531.0429'), ('277.0528'), ('128.0617'), ('39.2676'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
583,583,CR21,M1A1,60,sin_fijo,0,"[('683.3128'), ('366.8559'), ('181.2267'), ('70.5894'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
584,584,CR21,M1A1,70,sin_fijo,0,"[('835.5827'), ('456.659'), ('234.3917'), ('101.9111'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
585,585,CR21,M1A1,80,sin_fijo,0,"[('987.8526'), ('546.4621'), ('287.5567'), ('133.2329'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
