,ID,well,formacion,E_Brent,D_Dec,year,FC_T
178,178,CC12,C5,70,n_well,0,"[('2663.8197'), ('2507.8268'), ('2362.1103'), ('2228.7487'), ('2101.6663'), ('2003.737'), ('1894.3146'), ('1800.7252'), ('1708.2522'), ('1632.0493'), ('1577.3525'), ('1506.5037'), ('1425.664'), ('1366.9063'), ('1315.9704'), ('1266.9905'), ('1217.6416'), ('1170.9229'), ('1130.2642'), ('1084.1078'), ('1022.14'), ('983.8081'), ('950.5345'), ('912.0507'), ('878.3395'), ('749.2398'), ('721.42'), ('637.8058'), ('609.2148'), ('514.1034'), ('395.823'), ('367.4582'), ('342.8601')]"
179,179,CC12,C5,80,n_well,0,"[('3179.3572'), ('2997.4098'), ('2829.8414'), ('2674.395'), ('2528.4549'), ('2413.3212'), ('2289.1914'), ('2179.9769'), ('2074.033'), ('1985.3132'), ('1919.8795'), ('1837.1763'), ('1746.0919'), ('1677.7066'), ('1618.5161'), ('1560.1416'), ('1502.6734'), ('1448.2662'), ('1401.037'), ('1347.1929'), ('1278.6023'), ('1233.9531'), ('1195.319'), ('1150.4015'), ('1111.1666'), ('976.7749'), ('944.4883'), ('855.3904'), ('822.1147'), ('722.4968'), ('600.4362'), ('567.3323'), ('538.7037')]"
180,180,CC12,C5,90,n_well,0,"[('3694.8948'), ('3486.9927'), ('3297.5724'), ('3120.0414'), ('2955.2436'), ('2822.9054'), ('2684.0683'), ('2559.2286'), ('2439.8138'), ('2338.577'), ('2262.4065'), ('2167.8489'), ('2066.5198'), ('1988.5068'), ('1921.0618'), ('1853.2928'), ('1787.7052'), ('1725.6096'), ('1671.8099'), ('1610.2779'), ('1535.0645'), ('1484.0981'), ('1440.1035'), ('1388.7524'), ('1343.9937'), ('1204.31'), ('1167.5566'), ('1072.9751'), ('1035.0146'), ('930.8903'), ('805.0495'), ('767.2064'), ('734.5472')]"
181,181,CC12,C5,100,n_well,0,"[('4210.4323'), ('3976.5757'), ('3765.3034'), ('3565.6877'), ('3382.0322'), ('3232.4896'), ('3078.9452'), ('2938.4803'), ('2805.5946'), ('2691.8408'), ('2604.9335'), ('2498.5215'), ('2386.9477'), ('2299.3071'), ('2223.6075'), ('2146.4439'), ('2072.737'), ('2002.953'), ('1942.5827'), ('1873.3629'), ('1791.5267'), ('1734.243'), ('1684.888'), ('1627.1032'), ('1576.8208'), ('1431.8452'), ('1390.6249'), ('1290.5598'), ('1247.9145'), ('1139.2837'), ('1009.6628'), ('967.0804'), ('930.3908')]"
182,182,CC12,C5,40,sin_fijo,0,"[('1315.249'), ('1234.712'), ('1166.3468'), ('1098.3767'), ('1039.8613'), ('986.4759'), ('940.2804'), ('892.3541'), ('850.5539'), ('811.7138'), ('777.8388'), ('741.6132'), ('709.8239'), ('679.9493'), ('653.7769'), ('625.1842'), ('599.9898'), ('576.1326'), ('555.1856'), ('531.8889'), ('511.3383'), ('491.736'), ('474.5438'), ('455.1388'), ('437.9987'), ('421.5776'), ('407.1584'), ('390.7013'), ('376.1645'), ('362.1809'), ('349.8925'), ('335.7453'), ('323.2387')]"
183,183,CC12,C5,50,sin_fijo,0,"[('1830.7865'), ('1724.295'), ('1634.0779'), ('1544.023'), ('1466.6499'), ('1396.0601'), ('1335.1573'), ('1271.6057'), ('1216.3347'), ('1164.9776'), ('1120.3659'), ('1072.2858'), ('1030.2518'), ('990.7495'), ('956.3226'), ('918.3353'), ('885.0216'), ('853.476'), ('825.9584'), ('794.974'), ('767.8006'), ('741.8809'), ('719.3283'), ('693.4896'), ('670.8258'), ('649.1128'), ('630.2267'), ('608.286'), ('589.0644'), ('570.5743'), ('554.5057'), ('535.6194'), ('519.0823')]"
184,184,CC12,C5,60,sin_fijo,0,"[('2346.324'), ('2213.878'), ('2101.8089'), ('1989.6694'), ('1893.4386'), ('1805.6443'), ('1730.0342'), ('1650.8574'), ('1582.1154'), ('1518.2415'), ('1462.8929'), ('1402.9584'), ('1350.6798'), ('1301.5498'), ('1258.8683'), ('1211.4865'), ('1170.0534'), ('1130.8193'), ('1096.7312'), ('1058.059'), ('1024.2628'), ('992.0259'), ('964.1128'), ('931.8404'), ('903.6529'), ('876.6479'), ('853.295'), ('825.8706'), ('801.9644'), ('778.9677'), ('759.119'), ('735.4935'), ('714.9258')]"
185,185,CC12,C5,70,sin_fijo,0,"[('2861.8615'), ('2703.461'), ('2569.5399'), ('2435.3157'), ('2320.2272'), ('2215.2286'), ('2124.9111'), ('2030.1091'), ('1947.8962'), ('1871.5053'), ('1805.4199'), ('1733.6311'), ('1671.1077'), ('1612.35'), ('1561.4141'), ('1504.6376'), ('1455.0852'), ('1408.1627'), ('1367.5041'), ('1321.144'), ('1280.725'), ('1242.1709'), ('1208.8973'), ('1170.1913'), ('1136.48'), ('1104.1831'), ('1076.3633'), ('1043.4553'), ('1014.8643'), ('987.3612'), ('963.7323'), ('935.3675'), ('910.7694')]"
186,186,CC12,C5,80,sin_fijo,0,"[('3377.399'), ('3193.0439'), ('3037.2709'), ('2880.962'), ('2747.0159'), ('2624.8128'), ('2519.7879'), ('2409.3608'), ('2313.677'), ('2224.7691'), ('2147.9469'), ('2064.3037'), ('1991.5356'), ('1923.1503'), ('1863.9598'), ('1797.7888'), ('1740.117'), ('1685.5061'), ('1638.2769'), ('1584.2291'), ('1537.1872'), ('1492.3159'), ('1453.6818'), ('1408.5421'), ('1369.3072'), ('1331.7182'), ('1299.4316'), ('1261.0399'), ('1227.7642'), ('1195.7546'), ('1168.3455'), ('1135.2416'), ('1106.613')]"
187,187,CC12,C5,90,sin_fijo,0,"[('3892.9365'), ('3682.6269'), ('3505.0019'), ('3326.6084'), ('3173.8045'), ('3034.397'), ('2914.6648'), ('2788.6125'), ('2679.4578'), ('2578.033'), ('2490.4739'), ('2394.9763'), ('2311.9635'), ('2233.9505'), ('2166.5055'), ('2090.94'), ('2025.1488'), ('1962.8495'), ('1909.0497'), ('1847.3141'), ('1793.6494'), ('1742.4608'), ('1698.4663'), ('1646.893'), ('1602.1343'), ('1559.2534'), ('1522.4999'), ('1478.6246'), ('1440.6641'), ('1404.148'), ('1372.9588'), ('1335.1156'), ('1302.4565')]"
188,188,CC12,C5,100,sin_fijo,0,"[('4408.4741'), ('4172.2099'), ('3972.733'), ('3772.2547'), ('3600.5932'), ('3443.9812'), ('3309.5417'), ('3167.8641'), ('3045.2386'), ('2931.2968'), ('2833.0009'), ('2725.6489'), ('2632.3914'), ('2544.7508'), ('2469.0512'), ('2384.0911'), ('2310.1805'), ('2240.1929'), ('2179.8225'), ('2110.3991'), ('2050.1116'), ('1992.6058'), ('1943.2508'), ('1885.2438'), ('1834.9614'), ('1786.7885'), ('1745.5682'), ('1696.2093'), ('1653.564'), ('1612.5414'), ('1577.5721'), ('1534.9897'), ('1498.3001')]"
189,189,CC14,C5,40,Perfil,0,"[('552.3637'), ('443.0981'), ('345.4413'), ('256.6449'), ('168.6993'), ('95.5703'), ('37.5561'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
190,190,CC14,C5,50,Perfil,0,"[('886.4525'), ('741.5538'), ('612.8612'), ('495.0063'), ('381.7812'), ('286.0886'), ('208.3936'), ('133.5684'), ('70.0171'), ('11.2253'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
191,191,CC14,C5,60,Perfil,0,"[('1220.5413'), ('1040.0094'), ('880.2811'), ('733.3677'), ('594.8631'), ('476.6069'), ('379.231'), ('285.9439'), ('206.3161'), ('133.1582'), ('77.7906'), ('18.7526'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
192,192,CC14,C5,70,Perfil,0,"[('1554.6301'), ('1338.4651'), ('1147.7011'), ('971.7291'), ('807.945'), ('667.1252'), ('550.0685'), ('438.3194'), ('342.615'), ('255.091'), ('187.1818'), ('116.3663'), ('52.7513'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
193,193,CC14,C5,80,Perfil,0,"[('1888.7189'), ('1636.9208'), ('1415.121'), ('1210.0905'), ('1021.0269'), ('857.6435'), ('720.906'), ('590.6949'), ('478.914'), ('377.0239'), ('296.573'), ('213.9801'), ('140.1032'), ('74.918'), ('17.3936'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
194,194,CC14,C5,90,Perfil,0,"[('2222.8078'), ('1935.3765'), ('1682.541'), ('1448.452'), ('1234.1087'), ('1048.1617'), ('891.7435'), ('743.0704'), ('615.213'), ('498.9568'), ('405.9642'), ('311.5938'), ('227.455'), ('153.0927'), ('87.5525'), ('32.9838'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
195,195,CC14,C5,100,Perfil,0,"[('2556.8966'), ('2233.8322'), ('1949.9609'), ('1686.8134'), ('1447.1906'), ('1238.68'), ('1062.5809'), ('895.4458'), ('751.5119'), ('620.8897'), ('515.3554'), ('409.2076'), ('314.8068'), ('231.2674'), ('157.7113'), ('95.6098'), ('35.9842'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
196,196,CC14,C5,40,n_well,0,"[('543.4409'), ('435.2789'), ('326.5916'), ('237.8736'), ('147.4373'), ('84.4918'), ('3.7293'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
197,197,CC14,C5,50,n_well,0,"[('877.5297'), ('733.7346'), ('594.0115'), ('476.235'), ('360.5191'), ('275.01'), ('174.5668'), ('100.6179'), ('24.3957'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
198,198,CC14,C5,60,n_well,0,"[('1211.6186'), ('1032.1903'), ('861.4315'), ('714.5964'), ('573.601'), ('465.5283'), ('345.4042'), ('252.9934'), ('160.6947'), ('87.5725'), ('34.373'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
199,199,CC14,C5,70,n_well,0,"[('1545.7074'), ('1330.646'), ('1128.8514'), ('952.9578'), ('786.6829'), ('656.0466'), ('516.2417'), ('405.3689'), ('296.9936'), ('209.5054'), ('143.7643'), ('73.4145'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
200,200,CC14,C5,80,n_well,0,"[('1879.7962'), ('1629.1017'), ('1396.2714'), ('1191.3193'), ('999.7648'), ('846.5649'), ('687.0792'), ('557.7443'), ('433.2926'), ('331.4383'), ('253.1555'), ('171.0282'), ('79.8214'), ('14.6362'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
201,201,CC14,C5,90,n_well,0,"[('2213.885'), ('1927.5573'), ('1663.6913'), ('1429.6807'), ('1212.8467'), ('1037.0832'), ('857.9166'), ('710.1198'), ('569.5915'), ('453.3712'), ('362.5467'), ('268.642'), ('167.1732'), ('92.8109'), ('27.2707'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
202,202,CC14,C5,100,n_well,0,"[('2547.9738'), ('2226.013'), ('1931.1112'), ('1668.0421'), ('1425.9286'), ('1227.6015'), ('1028.7541'), ('862.4953'), ('705.8905'), ('575.304'), ('471.9379'), ('366.2557'), ('254.525'), ('170.9856'), ('97.4296'), ('37.2429'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
203,203,CC14,C5,40,sin_fijo,0,"[('741.4827'), ('630.9131'), ('534.0212'), ('444.4406'), ('365.9982'), ('295.9833'), ('234.3258'), ('177.6262'), ('127.7408'), ('83.1628'), ('43.658'), ('7.7006'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
204,204,CC14,C5,50,sin_fijo,0,"[('1075.5715'), ('929.3688'), ('801.4411'), ('682.802'), ('579.0801'), ('486.5016'), ('405.1633'), ('330.0017'), ('264.0397'), ('205.0957'), ('153.0492'), ('105.3143'), ('63.2096'), ('25.5558'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
205,205,CC14,C5,60,sin_fijo,0,"[('1409.6603'), ('1227.8244'), ('1068.861'), ('921.1634'), ('792.162'), ('677.0199'), ('576.0007'), ('482.3772'), ('400.3387'), ('327.0285'), ('262.4404'), ('202.9281'), ('150.5614'), ('103.7305'), ('62.2378'), ('24.3859'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
206,206,CC14,C5,70,sin_fijo,0,"[('1743.7492'), ('1526.2801'), ('1336.281'), ('1159.5248'), ('1005.2439'), ('867.5382'), ('746.8382'), ('634.7527'), ('536.6376'), ('448.9614'), ('371.8316'), ('300.5419'), ('237.9133'), ('181.9052'), ('132.3967'), ('87.0119'), ('46.9336'), ('11.0765'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
207,207,CC14,C5,80,sin_fijo,0,"[('2077.838'), ('1824.7358'), ('1603.7009'), ('1397.8862'), ('1218.3258'), ('1058.0565'), ('917.6757'), ('787.1282'), ('672.9366'), ('570.8943'), ('481.2229'), ('398.1556'), ('325.2651'), ('260.0799'), ('202.5555'), ('149.638'), ('102.9927'), ('61.2602'), ('24.2108'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
208,208,CC14,C5,90,sin_fijo,0,"[('2411.9268'), ('2123.1915'), ('1871.1209'), ('1636.2477'), ('1431.4077'), ('1248.5748'), ('1088.5131'), ('939.5037'), ('809.2355'), ('692.8271'), ('590.6141'), ('495.7694'), ('412.6169'), ('338.2546'), ('272.7144'), ('212.264'), ('159.0517'), ('111.444'), ('69.2613'), ('30.7374'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
209,209,CC14,C5,100,sin_fijo,0,"[('2746.0156'), ('2421.6472'), ('2138.5408'), ('1874.6091'), ('1644.4895'), ('1439.093'), ('1259.3506'), ('1091.8792'), ('945.5345'), ('814.76'), ('700.0053'), ('593.3831'), ('499.9687'), ('416.4293'), ('342.8733'), ('274.8901'), ('215.1108'), ('161.6277'), ('114.3118'), ('70.9611'), ('32.6435'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
210,210,CC15,K2A1,40,Perfil,0,"[('-152.5339'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
211,211,CC15,K2A1,50,Perfil,0,"[('-11.2486'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
212,212,CC15,K2A1,60,Perfil,0,"[('91.0257'), ('63.1953'), ('26.4859'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
213,213,CC15,K2A1,70,Perfil,0,"[('189.9255'), ('156.4407'), ('112.7461'), ('80.0376'), ('43.3135'), ('14.799'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
214,214,CC15,K2A1,80,Perfil,0,"[('288.8252'), ('249.6861'), ('199.0063'), ('160.7529'), ('119.2961'), ('86.5303'), ('63.0722'), ('37.7016'), ('17.0238'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
215,215,CC15,K2A1,90,Perfil,0,"[('387.7249'), ('342.9314'), ('285.2665'), ('241.4682'), ('195.2787'), ('158.2616'), ('131.1461'), ('102.0962'), ('78.2274'), ('54.6284'), ('41.1357'), ('20.5901'), ('1.0612'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
216,216,CC15,K2A1,100,Perfil,0,"[('486.6246'), ('436.1768'), ('371.5267'), ('322.1835'), ('271.2612'), ('229.9929'), ('199.2199'), ('166.4909'), ('139.4309'), ('112.9041'), ('96.8673'), ('73.678'), ('51.8394'), ('32.2928'), ('14.747'), ('1.8945'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
217,217,CC15,K2A1,40,n_well,0,"[('-212.5605'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
218,218,CC15,K2A1,50,n_well,0,"[('-71.2751'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
219,219,CC15,K2A1,60,n_well,0,"[('49.0071'), ('22.5328'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
220,220,CC15,K2A1,70,n_well,0,"[('147.9069'), ('115.7782'), ('60.8949'), ('28.4021'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
221,221,CC15,K2A1,80,n_well,0,"[('246.8066'), ('209.0236'), ('147.1551'), ('109.1173'), ('63.5068'), ('40.3795'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
222,222,CC15,K2A1,90,n_well,0,"[('345.7063'), ('302.2689'), ('233.4153'), ('189.8326'), ('139.4893'), ('112.1108'), ('62.8846'), ('34.7699'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
223,223,CC15,K2A1,100,n_well,0,"[('444.6061'), ('395.5143'), ('319.6755'), ('270.5479'), ('215.4719'), ('183.8421'), ('130.9584'), ('99.1646'), ('59.8555'), ('33.3912'), ('21.1361'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
224,224,CC15,K2A1,40,sin_fijo,0,"[('49.2495'), ('31.6762'), ('9.5439'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
225,225,CC15,K2A1,50,sin_fijo,0,"[('148.1492'), ('124.9216'), ('95.8041'), ('73.5385'), ('54.12'), ('36.6771'), ('21.1856'), ('6.575'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
226,226,CC15,K2A1,60,sin_fijo,0,"[('247.0489'), ('218.167'), ('182.0643'), ('154.2537'), ('130.1026'), ('108.4084'), ('89.2595'), ('70.9697'), ('54.6853'), ('39.7444'), ('26.277'), ('13.2712'), ('1.485'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
227,227,CC15,K2A1,70,sin_fijo,0,"[('345.9487'), ('311.4123'), ('268.3245'), ('234.969'), ('206.0851'), ('180.1397'), ('157.3333'), ('135.3644'), ('115.8889'), ('98.0201'), ('82.0086'), ('66.3591'), ('52.2633'), ('39.1584'), ('27.2352'), ('15.5251'), ('4.8387'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
228,228,CC15,K2A1,80,sin_fijo,0,"[('444.8484'), ('404.6577'), ('354.5847'), ('315.6843'), ('282.0677'), ('251.871'), ('225.4072'), ('199.7591'), ('177.0924'), ('156.2958'), ('137.7402'), ('119.447'), ('103.0415'), ('87.7894'), ('73.992'), ('60.2836'), ('47.8463'), ('36.1728'), ('25.4889'), ('14.8669'), ('5.119'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
229,229,CC15,K2A1,90,sin_fijo,0,"[('543.7481'), ('497.9031'), ('440.8449'), ('396.3996'), ('358.0503'), ('323.6023'), ('293.4811'), ('264.1537'), ('238.296'), ('214.5715'), ('193.4718'), ('172.5349'), ('153.8198'), ('136.4204'), ('120.7488'), ('105.0422'), ('90.8538'), ('77.5369'), ('65.4172'), ('53.2314'), ('42.1112'), ('31.6037'), ('21.9444'), ('12.2472'), ('3.3158'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
230,230,CC15,K2A1,100,sin_fijo,0,"[('642.6479'), ('591.1484'), ('527.1051'), ('477.1149'), ('434.0328'), ('395.3336'), ('361.5549'), ('328.5484'), ('299.4995'), ('272.8471'), ('249.2035'), ('225.6228'), ('204.598'), ('185.0514'), ('167.5056'), ('149.8008'), ('133.8614'), ('118.901'), ('105.3454'), ('91.596'), ('79.1034'), ('67.2991'), ('56.5077'), ('45.5539'), ('35.5202'), ('25.9858'), ('17.1893'), ('8.299'), ('0.0788'), ('0'), ('0'), ('0'), ('0')]"
231,231,CC16,M2A,40,Perfil,0,"[('2.3848'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
232,232,CC16,M2A,50,Perfil,0,"[('74.6595'), ('32.9661'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
233,233,CC16,M2A,60,Perfil,0,"[('146.9341'), ('94.9679'), ('50.2674'), ('11.4237'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
234,234,CC16,M2A,70,Perfil,0,"[('219.2088'), ('156.9697'), ('103.6023'), ('57.0526'), ('14.1443'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
235,235,CC16,M2A,80,Perfil,0,"[('291.4835'), ('218.9715'), ('156.9372'), ('102.6815'), ('53.2874'), ('12.6801'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0'), ('0')]"
