,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,FC_T
234,234,NW9NA,CANO_RONDON,con_socio,90,pesimista,-0.1,"[Decimal('0'), Decimal('8119.753'), Decimal('3383.098'), Decimal('4731.6698'), Decimal('2386.3601'), Decimal('1161.3339'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
235,235,NW9NA,CANO_RONDON,con_socio,50,pesimista,0,"[Decimal('0'), Decimal('4672.0081'), Decimal('-454.019'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
236,236,NW9NA,CANO_RONDON,con_socio,60,pesimista,0,"[Decimal('0'), Decimal('5533.9443'), Decimal('770.6585'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
237,237,NW9NA,CANO_RONDON,con_socio,70,pesimista,0,"[Decimal('0'), Decimal('6395.8805'), Decimal('1995.3361'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
238,238,NW9NA,CANO_RONDON,con_socio,80,pesimista,0,"[Decimal('0'), Decimal('7257.8167'), Decimal('2948.7183'), Decimal('4234.244'), Decimal('2129.6982'), Decimal('1036.5195'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
239,239,NW9NA,CANO_RONDON,con_socio,90,pesimista,0,"[Decimal('0'), Decimal('8119.753'), Decimal('3805.9926'), Decimal('4664.8812'), Decimal('2351.8986'), Decimal('1144.5752'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
240,240,NW9NA,CANO_RONDON,con_socio,50,pesimista,0.1,"[Decimal('0'), Decimal('4672.0081'), Decimal('101.8323'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
241,241,NW9NA,CANO_RONDON,con_socio,60,pesimista,0.1,"[Decimal('0'), Decimal('5533.9443'), Decimal('1326.5099'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
242,242,NW9NA,CANO_RONDON,con_socio,70,pesimista,0.1,"[Decimal('0'), Decimal('6395.8805'), Decimal('2514.3386'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
243,243,NW9NA,CANO_RONDON,con_socio,80,pesimista,0.1,"[Decimal('0'), Decimal('7257.8167'), Decimal('3371.6129'), Decimal('4167.4554'), Decimal('2095.2366'), Decimal('1019.7608'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
244,244,NW9NA,CANO_RONDON,con_socio,90,pesimista,0.1,"[Decimal('0'), Decimal('8119.753'), Decimal('4228.8872'), Decimal('4598.0927'), Decimal('2317.437'), Decimal('1127.8166'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
245,245,NW9NA,CANO_RONDON,con_socio,50,pesimista,0.2,"[Decimal('0'), Decimal('4672.0081'), Decimal('657.6836'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
246,246,NW9NA,CANO_RONDON,con_socio,60,pesimista,0.2,"[Decimal('0'), Decimal('5533.9443'), Decimal('1882.3612'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
247,247,NW9NA,CANO_RONDON,con_socio,70,pesimista,0.2,"[Decimal('0'), Decimal('6395.8805'), Decimal('2937.2332'), Decimal('3670.0296'), Decimal('1838.5747'), Decimal('894.9464'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
248,248,NW9NA,CANO_RONDON,con_socio,80,pesimista,0.2,"[Decimal('0'), Decimal('7257.8167'), Decimal('3794.5075'), Decimal('4100.6669'), Decimal('2060.775'), Decimal('1003.0022'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
249,249,NW9NA,CANO_RONDON,con_socio,90,pesimista,0.2,"[Decimal('0'), Decimal('8119.753'), Decimal('4651.7818'), Decimal('4531.3041'), Decimal('2282.9754'), Decimal('1111.058'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
250,250,NW9NA,CANO_RONDON,con_socio,50,probable,-0.2,"[Decimal('0'), Decimal('4672.0081'), Decimal('-2998.0076'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
251,251,NW9NA,CANO_RONDON,con_socio,60,probable,-0.2,"[Decimal('0'), Decimal('5533.9443'), Decimal('-1773.33'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
252,252,NW9NA,CANO_RONDON,con_socio,70,probable,-0.2,"[Decimal('0'), Decimal('6395.8805'), Decimal('-548.6524'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
253,253,NW9NA,CANO_RONDON,con_socio,80,probable,-0.2,"[Decimal('0'), Decimal('7257.8167'), Decimal('676.0252'), Decimal('4341.7236'), Decimal('2173.9801'), Decimal('1058.4178'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
254,254,NW9NA,CANO_RONDON,con_socio,90,probable,-0.2,"[Decimal('0'), Decimal('8119.753'), Decimal('1870.5127'), Decimal('4956.9197'), Decimal('2491.4091'), Decimal('1212.7832'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
255,255,NW9NA,CANO_RONDON,con_socio,50,probable,-0.1,"[Decimal('0'), Decimal('4672.0081'), Decimal('-2322.7991'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
256,256,NW9NA,CANO_RONDON,con_socio,60,probable,-0.1,"[Decimal('0'), Decimal('5533.9443'), Decimal('-1098.1215'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
257,257,NW9NA,CANO_RONDON,con_socio,70,probable,-0.1,"[Decimal('0'), Decimal('6395.8805'), Decimal('126.5561'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
258,258,NW9NA,CANO_RONDON,con_socio,80,probable,-0.1,"[Decimal('0'), Decimal('7257.8167'), Decimal('1351.2336'), Decimal('4341.7236'), Decimal('2173.9801'), Decimal('1058.4178'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
259,259,NW9NA,CANO_RONDON,con_socio,90,probable,-0.1,"[Decimal('0'), Decimal('8119.753'), Decimal('2384.2149'), Decimal('4889.4253'), Decimal('2467.7589'), Decimal('1200.918'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
260,260,NW9NA,CANO_RONDON,con_socio,50,probable,0,"[Decimal('0'), Decimal('4672.0081'), Decimal('-1647.5906'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
261,261,NW9NA,CANO_RONDON,con_socio,60,probable,0,"[Decimal('0'), Decimal('5533.9443'), Decimal('-422.9131'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
262,262,NW9NA,CANO_RONDON,con_socio,70,probable,0,"[Decimal('0'), Decimal('6395.8805'), Decimal('801.7645'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
263,263,NW9NA,CANO_RONDON,con_socio,80,probable,0,"[Decimal('0'), Decimal('7257.8167'), Decimal('2026.4421'), Decimal('4341.7236'), Decimal('2173.9801'), Decimal('1058.4178'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
264,264,NW9NA,CANO_RONDON,con_socio,90,probable,0,"[Decimal('0'), Decimal('8119.753'), Decimal('2897.917'), Decimal('4808.2953'), Decimal('2425.8974'), Decimal('1180.5608'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
265,265,NW9NA,CANO_RONDON,con_socio,50,probable,0.1,"[Decimal('0'), Decimal('4672.0081'), Decimal('-972.3822'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
266,266,NW9NA,CANO_RONDON,con_socio,60,probable,0.1,"[Decimal('0'), Decimal('5533.9443'), Decimal('252.2954'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
267,267,NW9NA,CANO_RONDON,con_socio,70,probable,0.1,"[Decimal('0'), Decimal('6395.8805'), Decimal('1476.973'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
268,268,NW9NA,CANO_RONDON,con_socio,80,probable,0.1,"[Decimal('0'), Decimal('7257.8167'), Decimal('2554.3449'), Decimal('4296.5281'), Decimal('2161.8356'), Decimal('1052.1478'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
269,269,NW9NA,CANO_RONDON,con_socio,90,probable,0.1,"[Decimal('0'), Decimal('8119.753'), Decimal('3411.6192'), Decimal('4727.1654'), Decimal('2384.0359'), Decimal('1160.2036'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
270,270,NW9NA,CANO_RONDON,con_socio,50,probable,0.2,"[Decimal('0'), Decimal('4672.0081'), Decimal('-297.1737'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
271,271,NW9NA,CANO_RONDON,con_socio,60,probable,0.2,"[Decimal('0'), Decimal('5533.9443'), Decimal('927.5039'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
272,272,NW9NA,CANO_RONDON,con_socio,70,probable,0.2,"[Decimal('0'), Decimal('6395.8805'), Decimal('2152.1815'), Decimal('3726.5276'), Decimal('1856.551'), Decimal('904.0524'), Decimal('119.4021'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
273,273,NW9NA,CANO_RONDON,con_socio,80,probable,0.2,"[Decimal('0'), Decimal('7257.8167'), Decimal('3068.0471'), Decimal('4215.3982'), Decimal('2119.9741'), Decimal('1031.7906'), Decimal('170.8119'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
274,274,NW9NA,CANO_RONDON,con_socio,90,probable,0.2,"[Decimal('0'), Decimal('8119.753'), Decimal('3925.3214'), Decimal('4646.0354'), Decimal('2342.1745'), Decimal('1139.8464'), Decimal('222.2217'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
275,275,NW9NA,CANO_RONDON,con_socio,50,optimista,-0.2,"[Decimal('0'), Decimal('4672.0081'), Decimal('-5628.3033'), Decimal('2496.1355'), Decimal('1221.6928'), Decimal('595.3216'), Decimal('16.5825'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
276,276,NW9NA,CANO_RONDON,con_socio,60,optimista,-0.2,"[Decimal('0'), Decimal('5533.9443'), Decimal('-4403.6257'), Decimal('3111.3315'), Decimal('1539.1219'), Decimal('749.687'), Decimal('67.9923'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
