,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,FC_T
596,596,NW12NA,CARICARE,con_socio,60,optimista,0.2,"[Decimal('0'), Decimal('858.2356'), Decimal('-3099.2516'), Decimal('2304.0869'), Decimal('1297.0946'), Decimal('590.8492'), Decimal('259.9047'), Decimal('-289.7876'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
597,597,NW12NA,CARICARE,con_socio,70,optimista,0.2,"[Decimal('0'), Decimal('985.2285'), Decimal('-2293.8461'), Decimal('2774.0302'), Decimal('1574.2383'), Decimal('714.5461'), Decimal('314.8588'), Decimal('-279.3737'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
598,598,NW12NA,CARICARE,con_socio,80,optimista,0.2,"[Decimal('0'), Decimal('1112.2214'), Decimal('-1488.4406'), Decimal('3243.9734'), Decimal('1851.382'), Decimal('838.2431'), Decimal('369.8129'), Decimal('-268.9599'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
599,599,NW12NA,CARICARE,con_socio,90,optimista,0.2,"[Decimal('0'), Decimal('1239.2142'), Decimal('-683.0351'), Decimal('3713.9167'), Decimal('2128.5257'), Decimal('961.94'), Decimal('424.767'), Decimal('-258.5461'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
600,600,NW13NA,CARICARE,sin_socio,50,pesimista,-0.2,"[Decimal('0'), Decimal('5918.5557'), Decimal('-4152.7328'), Decimal('3339.4755'), Decimal('1786.2232'), Decimal('769.3543'), Decimal('388.0149'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
601,601,NW13NA,CARICARE,sin_socio,60,pesimista,-0.2,"[Decimal('0'), Decimal('7207.6875'), Decimal('-2996.6389'), Decimal('4035.2627'), Decimal('2190.8407'), Decimal('924.6434'), Decimal('471.9242'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
602,602,NW13NA,CARICARE,sin_socio,70,pesimista,-0.2,"[Decimal('0'), Decimal('8496.8193'), Decimal('-1945.5676'), Decimal('4627.1716'), Decimal('2525.2841'), Decimal('1061.9418'), Decimal('543.1572'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
603,603,NW13NA,CARICARE,sin_socio,80,pesimista,-0.2,"[Decimal('0'), Decimal('9785.9511'), Decimal('-894.4964'), Decimal('5219.0804'), Decimal('2859.7275'), Decimal('1199.2402'), Decimal('614.3903'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
604,604,NW13NA,CARICARE,sin_socio,90,pesimista,-0.2,"[Decimal('0'), Decimal('11075.0829'), Decimal('156.5749'), Decimal('5810.9893'), Decimal('3194.1708'), Decimal('1336.5387'), Decimal('685.6234'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
605,605,NW13NA,CARICARE,sin_socio,50,pesimista,-0.1,"[Decimal('0'), Decimal('5918.5557'), Decimal('-3314.2573'), Decimal('3339.4755'), Decimal('1786.2232'), Decimal('769.3543'), Decimal('388.0149'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
606,606,NW13NA,CARICARE,sin_socio,60,pesimista,-0.1,"[Decimal('0'), Decimal('7207.6875'), Decimal('-2263.1861'), Decimal('3966.7259'), Decimal('2152.1156'), Decimal('908.7457'), Decimal('463.6761'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
607,607,NW13NA,CARICARE,sin_socio,70,pesimista,-0.1,"[Decimal('0'), Decimal('8496.8193'), Decimal('-1212.1148'), Decimal('4558.6347'), Decimal('2486.559'), Decimal('1046.0441'), Decimal('534.9092'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
608,608,NW13NA,CARICARE,sin_socio,80,pesimista,-0.1,"[Decimal('0'), Decimal('9785.9511'), Decimal('-161.0436'), Decimal('5150.5435'), Decimal('2821.0024'), Decimal('1183.3425'), Decimal('606.1423'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
609,609,NW13NA,CARICARE,sin_socio,90,pesimista,-0.1,"[Decimal('0'), Decimal('11075.0829'), Decimal('890.0276'), Decimal('5742.4524'), Decimal('3155.4458'), Decimal('1320.641'), Decimal('677.3753'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
610,610,NW13NA,CARICARE,sin_socio,50,pesimista,0,"[Decimal('0'), Decimal('5918.5557'), Decimal('-2580.8045'), Decimal('3306.2801'), Decimal('1778.9472'), Decimal('755.5495'), Decimal('384.195'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
611,611,NW13NA,CARICARE,sin_socio,60,pesimista,0,"[Decimal('0'), Decimal('7207.6875'), Decimal('-1529.7333'), Decimal('3898.189'), Decimal('2113.3906'), Decimal('892.8479'), Decimal('455.4281'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
612,612,NW13NA,CARICARE,sin_socio,70,pesimista,0,"[Decimal('0'), Decimal('8496.8193'), Decimal('-478.6621'), Decimal('4490.0978'), Decimal('2447.8339'), Decimal('1030.1464'), Decimal('526.6611'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
613,613,NW13NA,CARICARE,sin_socio,80,pesimista,0,"[Decimal('0'), Decimal('9785.9511'), Decimal('572.4092'), Decimal('5082.0067'), Decimal('2782.2773'), Decimal('1167.4448'), Decimal('597.8942'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
614,614,NW13NA,CARICARE,sin_socio,90,pesimista,0,"[Decimal('0'), Decimal('11075.0829'), Decimal('1623.4804'), Decimal('5673.9155'), Decimal('3116.7207'), Decimal('1304.7432'), Decimal('669.1273'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
615,615,NW13NA,CARICARE,sin_socio,50,pesimista,0.1,"[Decimal('0'), Decimal('5918.5557'), Decimal('-1847.3518'), Decimal('3237.7433'), Decimal('1740.2221'), Decimal('739.6518'), Decimal('375.947'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
616,616,NW13NA,CARICARE,sin_socio,60,pesimista,0.1,"[Decimal('0'), Decimal('7207.6875'), Decimal('-796.2805'), Decimal('3829.6521'), Decimal('2074.6655'), Decimal('876.9502'), Decimal('447.18'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
617,617,NW13NA,CARICARE,sin_socio,70,pesimista,0.1,"[Decimal('0'), Decimal('8496.8193'), Decimal('254.7907'), Decimal('4421.5609'), Decimal('2409.1089'), Decimal('1014.2486'), Decimal('518.4131'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
618,618,NW13NA,CARICARE,sin_socio,80,pesimista,0.1,"[Decimal('0'), Decimal('9785.9511'), Decimal('1305.8619'), Decimal('5013.4698'), Decimal('2743.5523'), Decimal('1151.5471'), Decimal('589.6462'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
619,619,NW13NA,CARICARE,sin_socio,90,pesimista,0.1,"[Decimal('0'), Decimal('11075.0829'), Decimal('2356.9332'), Decimal('5605.3786'), Decimal('3077.9957'), Decimal('1288.8455'), Decimal('660.8792'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
620,620,NW13NA,CARICARE,sin_socio,50,pesimista,0.2,"[Decimal('0'), Decimal('5918.5557'), Decimal('-1113.899'), Decimal('3169.2064'), Decimal('1701.4971'), Decimal('723.754'), Decimal('367.6989'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
621,621,NW13NA,CARICARE,sin_socio,60,pesimista,0.2,"[Decimal('0'), Decimal('7207.6875'), Decimal('-62.8278'), Decimal('3761.1152'), Decimal('2035.9404'), Decimal('861.0525'), Decimal('438.932'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
622,622,NW13NA,CARICARE,sin_socio,70,pesimista,0.2,"[Decimal('0'), Decimal('8496.8193'), Decimal('988.2435'), Decimal('4353.0241'), Decimal('2370.3838'), Decimal('998.3509'), Decimal('510.165'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
623,623,NW13NA,CARICARE,sin_socio,80,pesimista,0.2,"[Decimal('0'), Decimal('9785.9511'), Decimal('2039.3147'), Decimal('4944.9329'), Decimal('2704.8272'), Decimal('1135.6493'), Decimal('581.3981'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
624,624,NW13NA,CARICARE,sin_socio,90,pesimista,0.2,"[Decimal('0'), Decimal('11075.0829'), Decimal('3090.386'), Decimal('5536.8418'), Decimal('3039.2706'), Decimal('1272.9478'), Decimal('652.6312'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
625,625,NW13NA,CARICARE,sin_socio,50,probable,-0.2,"[Decimal('0'), Decimal('5918.5557'), Decimal('-6356.2496'), Decimal('3339.4755'), Decimal('1786.2232'), Decimal('769.3543'), Decimal('388.0149'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
626,626,NW13NA,CARICARE,sin_socio,60,probable,-0.2,"[Decimal('0'), Decimal('7207.6875'), Decimal('-4886.5581'), Decimal('4185.0595'), Decimal('2263.9994'), Decimal('965.4949'), Decimal('489.7765'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
627,627,NW13NA,CARICARE,sin_socio,70,probable,-0.2,"[Decimal('0'), Decimal('8496.8193'), Decimal('-3835.4868'), Decimal('4803.7735'), Decimal('2625.0686'), Decimal('1102.9062'), Decimal('564.4103'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
628,628,NW13NA,CARICARE,sin_socio,80,probable,-0.2,"[Decimal('0'), Decimal('9785.9511'), Decimal('-2784.4156'), Decimal('5395.6823'), Decimal('2959.512'), Decimal('1240.2046'), Decimal('635.6434'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
629,629,NW13NA,CARICARE,sin_socio,90,probable,-0.2,"[Decimal('0'), Decimal('11075.0829'), Decimal('-1733.3444'), Decimal('5987.5912'), Decimal('3293.9554'), Decimal('1377.503'), Decimal('706.8765'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
630,630,NW13NA,CARICARE,sin_socio,50,probable,-0.1,"[Decimal('0'), Decimal('5918.5557'), Decimal('-5317.4674'), Decimal('3339.4755'), Decimal('1786.2232'), Decimal('769.3543'), Decimal('388.0149'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
631,631,NW13NA,CARICARE,sin_socio,60,probable,-0.1,"[Decimal('0'), Decimal('7207.6875'), Decimal('-3995.612'), Decimal('4128.6109'), Decimal('2243.5848'), Decimal('946.2963'), Decimal('483.1581'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
632,632,NW13NA,CARICARE,sin_socio,70,probable,-0.1,"[Decimal('0'), Decimal('8496.8193'), Decimal('-2944.5408'), Decimal('4720.5198'), Decimal('2578.0282'), Decimal('1083.5948'), Decimal('554.3912'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
633,633,NW13NA,CARICARE,sin_socio,80,probable,-0.1,"[Decimal('0'), Decimal('9785.9511'), Decimal('-1893.4696'), Decimal('5312.4286'), Decimal('2912.4715'), Decimal('1220.8932'), Decimal('625.6243'), Decimal('-240.6491'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
634,634,NW13NA,CARICARE,sin_socio,90,probable,-0.1,"[Decimal('0'), Decimal('11075.0829'), Decimal('-842.3983'), Decimal('5904.3375'), Decimal('3246.9149'), Decimal('1358.1916'), Decimal('696.8573'), Decimal('-198.2575'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
635,635,NW13NA,CARICARE,sin_socio,50,probable,0,"[Decimal('0'), Decimal('5918.5557'), Decimal('-4278.6851'), Decimal('3339.4755'), Decimal('1786.2232'), Decimal('769.3543'), Decimal('388.0149'), Decimal('-367.824'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
636,636,NW13NA,CARICARE,sin_socio,60,probable,0,"[Decimal('0'), Decimal('7207.6875'), Decimal('-3104.666'), Decimal('4045.3572'), Decimal('2196.5443'), Decimal('926.9849'), Decimal('473.139'), Decimal('-325.4324'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
637,637,NW13NA,CARICARE,sin_socio,70,probable,0,"[Decimal('0'), Decimal('8496.8193'), Decimal('-2053.5948'), Decimal('4637.2661'), Decimal('2530.9877'), Decimal('1064.2833'), Decimal('544.3721'), Decimal('-283.0408'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"
